asin,title,category,price,image_url,amazon_url,features,description,slug
B0009X29WK,Dr. Elsey's Ultra UnScented Clumping Clay Cat Litter 40 lb. Bag,Litter,20.99,https://m.media-amazon.com/images/I/71gV7T7iW-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0009X29WK?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,Dr. Elsey's Ultra UnScented Clumping Clay Cat Litter 40 lb. Bag — a top-rated litter pick for cat parents. Order on Amazon with fast shipping.,dr-elsey-s-ultra-unscented-clumping-clay-cat-litter-40-lb-bag
B006FTJ0NI,"Purina Friskies Wet Cat Food Variety Pack, Tasty Treasures Prime Filets (With Ocean Fish and Tuna, With Chicken and With Turkey) - 5.5 Ounce (Pack of 12)",Food,10.07,https://m.media-amazon.com/images/I/91Lxks7Ex6L._AC_UL320_.jpg,https://www.amazon.com/dp/B006FTJ0NI?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Purina Friskies Wet Cat Food Variety Pack, Tasty Treasures Prime Filets (With Ocean Fish and Tuna, With Chicken and With Turkey) - 5.5 Ounce (Pack of 12) — a top-rated food pick for cat parents. Order on Amazon with fast shipping.",purina-friskies-wet-cat-food-variety-pack-tasty-treasures-prime-filets-with-ocea
B071J2W35W,"Greenies Cat Treats, Veterinarian-Recommended Adult Natural Dental Cat Treats, Tempting Tuna Flavor, 21 oz. Tub",Treats,22.98,https://m.media-amazon.com/images/I/81sG2otOyUL._AC_UL320_.jpg,https://www.amazon.com/dp/B071J2W35W?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Greenies Cat Treats, Veterinarian-Recommended Adult Natural Dental Cat Treats, Tempting Tuna Flavor, 21 oz. Tub — a top-rated treats pick for cat parents. Order on Amazon with fast shipping.",greenies-cat-treats-veterinarian-recommended-adult-natural-dental-cat-treats-tem
B07MKSC82B,"Wonder Creature Cat Water Fountain with Stainless Steel Lid, 2.4L/81oz Automatic Cat Fountain with LED Light and Water Level Window for Cats and Dogs",Feeders,17.99,https://m.media-amazon.com/images/I/61Xpohgs-2L._AC_UL320_.jpg,https://www.amazon.com/dp/B07MKSC82B?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Wonder Creature Cat Water Fountain with Stainless Steel Lid, 2.4L/81oz Automatic Cat Fountain with LED Light and Water Level Window for Cats and Dogs — a top-rated feeders pick for cat parents. Order on Amazon with fast shipping.",wonder-creature-cat-water-fountain-with-stainless-steel-lid-2-4l-81oz-automatic
B0BR7LHM3V,"Cawypety Cat Backpack Carrier, Breathable Cat Carrier Large Space Bubble Pet Backpack for Kitty Small Dog up to 15lbs, Transparent & Foldable Pet Carrier for Travel Hiking",Carriers,39.99,https://m.media-amazon.com/images/I/81VP87lUA6L._AC_SL1500_.jpg,https://www.amazon.com/dp/B0BR7LHM3V?tag=captaincatnip-20,"VENTILATED BACKPACK: With a breathable bubble window in the front, this clear pet backpack allows cats to enjoy the sun without feeling stuffy, there are exits on the side for pets to enter and exit, and you can also pet your kitten, which is the best ventilation in a space pack ever.|MORE SPACE AND FOLDABLE: Compared with others, our square design leaves enough space for cat (under 15 pounds)to turn around, besides, we design the backpack can be folded to very small package, and there are side pockets and hook holes, you will enjoy the greatest convenience when taking your cat out.|SAFETY & ANTI-SCRATCH: Made of 600d oxford cloth and nylon mesh, environmentally friendly and breathable. Not easily scratched by cat claws. There are protective films on the front and back of the shell, which is scratch-resistan, please watch our video to remove the membrane cleanly.|NO PRESSURE TO CARRY: The shoulder strap is equipped with a chest buckle to prevent the shoulder strap from falling, and the back is sewn with pearl cotton and breathable mesh, giving you a comfortable and breathable experience.|ANTI-ESCAPE AND DOUBLE SIDED CUSHION: Built-in harnesses keep your naughty friends from escaping, and the short plush cushion is double-sided for summer and winter. Can be disassembled and washed separately!","VENTILATED BACKPACK: With a breathable bubble window in the front, this clear pet backpack allows cats to enjoy the sun without feeling stuffy, there are exits on the side for pets to enter and exit, and you can also pet your kitten, which is the best ventilation in a space pack ever. MORE SPACE AND FOLDABLE: Compared with others, our square design leaves enough space for cat (under 15 pounds)to turn around, besides, we design the backpack can be folded to very small package, and there are side pockets and hook holes, you will enjoy the greatest convenience when taking your cat out.",cawypety-cat-backpack-carrier-breathable-cat-carrier-large-space-bubble-pet-back
B0B5SQMMJK,"Cat Scratching Post for Large Cats, Cat Scratcher for Indoor Cats Adults, Sturdy Sisal Scratch Post to Protect Furniture, 32 Inch, Beige",Scratchers,38.39,https://m.media-amazon.com/images/I/61mnG6MveML._AC_UL320_.jpg,https://www.amazon.com/dp/B0B5SQMMJK?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Cat Scratching Post for Large Cats, Cat Scratcher for Indoor Cats Adults, Sturdy Sisal Scratch Post to Protect Furniture, 32 Inch, Beige — a top-rated scratchers pick for cat parents. Order on Amazon with fast shipping.",cat-scratching-post-for-large-cats-cat-scratcher-for-indoor-cats-adults-sturdy-s
B07YKRPYJH,"Tempcore Pet Cat Tunnel Tube Toys 3 Way Collapsible, Tunnels for Indoor Cats, Interactive Tube with Teaser Wand, Peek Holes & Hanging Ball, Black & Blue",Toys,9.99,https://m.media-amazon.com/images/I/61FN+6TrJWL._AC_SL1500_.jpg,https://www.amazon.com/dp/B07YKRPYJH?tag=captaincatnip-20,"Best Ways to Play: Our cat tunnel with 3 spacious tunnels, peephole & ball toy, this popular cat toy gives your kitty more ways to have fun. Provides hours of exercise & self-amusement. This cat tunnel is more suitable for kittens and is made of polyester material.|Durable Construction: This cat tunnels for indoor cats use polyester fabric material design, not easy to scratch, sturdy spring steel frame, with protective end, Can play hide and seek game.|Collapsible & portable: Our cat tunnel folds down small in seconds for easy travel and storage. Each tube is about 10 inches tall and 17 inches deep.Take the entertainment with you anywhere, so your pet is never bored!|Keep Your Pet Active: Compared to cat tents, scratch posts, mouse toys etc, our kitty tunnel offers the most interactive fun with the dangling ball on the exits, truly a great way to encourage daily exercise and keep your pet active.|Buy With Confidence! ""A perfect cat toy, My cat plays for hours."" if you (or your pet) aren't thrilled with our cat tunnel, simply let us know for a full and prompt replacement or refund. There's no risk to buy now.","Best Ways to Play: Our cat tunnel with 3 spacious tunnels, peephole & ball toy, this popular cat toy gives your kitty more ways to have fun. Provides hours of exercise & self-amusement. This cat tunnel is more suitable for kittens and is made of polyester material. Durable Construction: This cat tunnels for indoor cats use polyester fabric material design, not easy to scratch, sturdy spring steel frame, with protective end, Can play hide and seek game.",tempcore-pet-cat-tunnel-tube-toys-3-way-collapsible-tunnels-for-indoor-cats-inte
B07SC7WFQN,"rabbitgoo Escape Proof Cat Harness and Leash Set, Xs, Black | 4 Adjustable Points, Quick-snap Buckles, All-weather Mesh, Secure Clip, Reflective Strips, for Small & Average Cats Outings",Collars,13.58,https://m.media-amazon.com/images/I/71hEWlH2-hL._AC_SL1500_.jpg,https://www.amazon.com/dp/B07SC7WFQN?tag=captaincatnip-20,"Escape-proof Cat Harness for Small to Average Cats: Securely fits neck 8.5-11"" and chest 13.5-16""—please confirm your pet's measurements using the size chart for a purrfect match. A minumium head circumference of 8.9"" helps prevent slipping out. Package includes: 1 x Harness and 1 x 4.9ft Leash|Cloud-light Comfort: Made with ultra-soft air-mesh, this breathable harness keeps your kitty cool and comfy on sunny strolls. Its vest design effectively redirects leash pressure away from the throat, preventing choking risks for worry-free fun|Guard Your Explorer: Clip the leash to the reinforced back D-ring for reliable control. Reflective strips enhance visibility in low light, while sturdy dual buckles keep the harness securely in place—blending adventurous freedom with confident safety on every outing|Ready in Seconds: Simply slip the harness over your cat's head, adjust the four straps for a custom fit, and secure the dual quick-release buckles in one swift motion – freeing up more precious meowments with your feline friend!|Universal Companionship: Designed for most breeds and ages, this cat harness set is ideal for cozy indoor moments, exciting outdoor explorations, or reassuring vet visits. Vibrant colours also celebrate your cat's unique style","Escape-proof Cat Harness for Small to Average Cats: Securely fits neck 8.5-11"" and chest 13.5-16""—please confirm your pet's measurements using the size chart for a purrfect match. A minumium head circumference of 8.9"" helps prevent slipping out. Package includes: 1 x Harness and 1 x 4.9ft Leash Cloud-light Comfort: Made with ultra-soft air-mesh, this breathable harness keeps your kitty cool and comfy on sunny strolls. Its vest design effectively redirects leash pressure away from the throat, preventing choking risks for worry-free fun",rabbitgoo-escape-proof-cat-harness-and-leash-set-xs-black-4-adjustable-points-qu
B01G3IBQIC,"from The Field | Ultimate Blend Catnip & Silver Vine | Premium USA-Grown Catnip for Toys & Playtime | Fresh, Potent, Non-Toxic, Eco-Friendly | Safe for Kittens & Cats | Resealable 2 Oz Tub",Catnip,8.99,https://m.media-amazon.com/images/I/61hKdhCEezL._AC_SL1100_.jpg,https://www.amazon.com/dp/B01G3IBQIC?tag=captaincatnip-20,"Perfect Harmony: Experience our Ultimate Blend, a premium mix of Silver Vine and our signature all-natural catnip, guaranteed to delight your cat.|American Quality: Proudly made in the USA, ensuring high-quality, safe playtime for your beloved pets. A perfect addition to enhance your indoor cat's playtime and toy collection.|Dual Delight: Combines the euphoric effects of Silver Vine with the enticing aroma of catnip, perfect for cats who are typically indifferent to catnip alone.|Rich in Natural Oils: Packed with essential oils and blooming with natural Nepetalactone, our catnip is fresh, powerful, and perfect for easing stress, promoting healthy exercise, and supporting your cat's mental health.|CAPTIVATE YOUR CAT with aromatic From the Field Catnip. Fresh, potent and non-toxic, it gives your feline a euphoric feeling that may help ease stress and encourage exercise for overall well-being.","Unleash pure delight for your cat with our Ultimate Blend tub, a premium mixture of Silver Vine and our all-natural catnip. Perfect for revitalizing old toys or sparking new play adventures, this blend is designed to captivate even the most indifferent felines. The compact, resealable tub ensures lasting freshness and easy storage. Made in the USA, our Ultimate Blend is the perfect choice for cat owners looking to provide their pets with safe, stimulating, and enjoyable playtime. Get ready to watch your cat leap, pounce, and purr with happiness!",from-the-field-ultimate-blend-catnip-silver-vine-premium-usa-grown-catnip-for-to
B01N9KSITZ,"Upgrade Efficient Pet Hair Remover Gloves - Gentle Shedding Brushes for Dogs, Cats & Horses with Long and Short Hair - 1 Pair (Blue)",Grooming,12.99,https://m.media-amazon.com/images/I/71JhGlBvyjL._AC_UL320_.jpg,https://www.amazon.com/dp/B01N9KSITZ?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Upgrade Efficient Pet Hair Remover Gloves - Gentle Shedding Brushes for Dogs, Cats & Horses with Long and Short Hair - 1 Pair (Blue) — a top-rated grooming pick for cat parents. Order on Amazon with fast shipping.",upgrade-efficient-pet-hair-remover-gloves-gentle-shedding-brushes-for-dogs-cats
B0DRVMY62Y,"FUKUMARU Cat Wall Shelves, 2 Platform Cats Walls Furniture, Tree Shape Kitten Floating Shelf with Soft Cushion Perch, Solid Rubber Wood for 16 Inch Drywall, Suitable for Climb, Play, Nap",Furniture,53.80,https://m.media-amazon.com/images/I/61cxqtSZQAL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DRVMY62Y?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"FUKUMARU Cat Wall Shelves, 2 Platform Cats Walls Furniture, Tree Shape Kitten Floating Shelf with Soft Cushion Perch, Solid Rubber Wood for 16 Inch Drywall, Suitable for Climb, Play, Nap — a top-rated furniture pick for cat parents. Order on Amazon with fast shipping.",fukumaru-cat-wall-shelves-2-platform-cats-walls-furniture-tree-shape-kitten-floa
B0G2XYGPWY,"Sweetcrispy 44 Inch Cat Tree Tower, Cat Climbing Tower with Natural Sisal Scratching Posts, Hammock, Pet Condo for Indoor Cats and Kittens Play, Beige",Trees,38.51,https://m.media-amazon.com/images/I/714brWYJ2hL._AC_SL1500_.jpg,https://www.amazon.com/dp/B0G2XYGPWY?tag=captaincatnip-20,"Multi-Level Cat Tree: Multi-zone design caters to feline play needs, specifically crafted for multi-cat households. 44 inch cat tree accommodates 1-2 cats for simultaneous play and relaxation. Features include a cat condo, 2 swinging balls, 2 extended platforms, hammock, and scratching posts, satisfying your cat's instincts to climb, perch, and hide while delivering endless fun|Multifunctional Cat Tower: Indoor Cat tree deeply integrates cats' natural instincts with furniture protection, combining a cozy cat condo, hammock, dangling balls, and scratching posts. It satisfies cats' climbing and claw-sharpening needs while reducing furniture damage. Scientifically channeling your pet's energy, it truly achieves a harmonious coexistence between humans and pets|Interactive Multi-Cat Playground: Crafted from premium particleboard and wrapped in plush fabric, this cat tower creates a cozy resting spot. Extended platforms offer climbing and perching areas, while natural sisal rope-wrapped scratching posts provide durable, safe surfaces for claw maintenance. Hanging hammocks invite lazy lounging, enclosed cat nests ensure privacy, and all features keep indoor cats energized|Sturdy and Space-Saving: The reinforced base of the cat tower ensures stability, supporting up to 44 lbs. Equipped with anti-tip accessories (including expansion bolts), you can secure the connecting rope to the wall to prevent swaying or tipping during vigorous play, providing your beloved cat with the most secure protection. The compact, tower-like structure fits perfectly into small indoor spaces, offering your cat vertical exploration space|Easy Assembly: Cat tree tower comes with clear instructions, pre-marked parts, and a complete tool set. Assembly takes about 30 minutes, giving your beloved cat an instant playground. Perfect for indoor cats and kittens who love climbing, scratching, and cozy hiding spots","Multi-Level Cat Tree: Multi-zone design caters to feline play needs, specifically crafted for multi-cat households. 44 inch cat tree accommodates 1-2 cats for simultaneous play and relaxation. Features include a cat condo, 2 swinging balls, 2 extended platforms, hammock, and scratching posts, satisfying your cat's instincts to climb, perch, and hide while delivering endless fun Multifunctional Cat Tower: Indoor Cat tree deeply integrates cats' natural instincts with furniture protection, combining a cozy cat condo, hammock, dangling balls, and scratching posts. It satisfies cats' climbing and ",sweetcrispy-44-inch-cat-tree-tower-cat-climbing-tower-with-natural-sisal-scratch
B0828WNJXC,"Greenies Cat Treats, Feline Veterinarian-Recommended Adult Natural Dental Cat Treats, Oven Roasted Chicken Flavor, 9.75 oz. Tub",Health,10.99,https://m.media-amazon.com/images/I/813I0J6fTrL._AC_SL1500_.jpg,https://www.amazon.com/dp/B0828WNJXC?tag=captaincatnip-20,"#1 Veterinarian-Recommended Treat for Cat Dental Care: Feline Greenies Dental Treats for cats are the #1 veterinarian-recommended dental cat snacks that clean teeth and freshen breath|Crunchy Cat Dental Treat Texture Fights Tartar: Including Greenies cat dental treats into your daily care routine supports 36% less tartar accumulation in 28 days (Data on file)|Clinically Proven Oral Care: This cat dental treat offers clinically proven oral care to help maintain your cat's dental hygiene, and these cat teeth cleaning treats have a unique design that cleans down to the gumline|Tasty Cat Treats: You'll surely hear happy purrs of joy as your feline enjoys the delicious taste of a savory salmon-flavored Greenies for cats|Low Calorie Cat Treat: Less than two calories per cat dental treat, Greenies Cat Treats for indoor cats allow you to treat with confidence","70% of cats have dental disease by the age of 3, according to the American Veterinary Medical Association. Start an oral care routine with Feline Greenies Adult Dental Cat Treats, designed to support the 4 areas veterinarians check most: plaque, tartar, gums, & breath, as part of a daily dental care routine given by cat owners and cat parents. The #1 veterinarian-recommended cat dental treats will help you tackle cat bad breath with 36% less tartar accumulation in 28 days (Data on file), supporting tartar control, plaque control, and breath odor control. These cat treats have a unique design t",greenies-cat-treats-feline-veterinarian-recommended-adult-natural-dental-cat-tre
B0CJRNRGHD,"Bedsure Cat Beds for Indoor Cats - 2 in 1 Cat Cave House Tent for Kittens and Small Pets with Removable Washable Cushioned Pillow, Foldable Kitten Hideaway with Non-Slip Bottom, Grey, 16 inches",Beds,23.99,https://m.media-amazon.com/images/I/91sJ7zccZVL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CJRNRGHD?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Bedsure Cat Beds for Indoor Cats - 2 in 1 Cat Cave House Tent for Kittens and Small Pets with Removable Washable Cushioned Pillow, Foldable Kitten Hideaway with Non-Slip Bottom, Grey, 16 inches — a top-rated beds pick for cat parents. Order on Amazon with fast shipping.",bedsure-cat-beds-for-indoor-cats-2-in-1-cat-cave-house-tent-for-kittens-and-smal
